age,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
34,Bachelors,Married-civ-spouse,Prof-specialty,1,0,40,0,1
26,HS-grad,Never-married,Craft-repair,1,0,40,1,0
38,HS-grad,Married-civ-spouse,Transport-moving,1,0,40,1,1
31,Some-college,Never-married,Adm-clerical,1,1,43,1,0
36,Assoc-acdm,Separated,Exec-managerial,1,0,50,1,0
31,Bachelors,Married-civ-spouse,Exec-managerial,1,0,60,1,1
30,Bachelors,Married-civ-spouse,Tech-support,1,0,40,1,0
37,HS-grad,Married-civ-spouse,Prof-specialty,1,0,40,1,1
30,Bachelors,Never-married,Prof-specialty,2,0,50,1,1
21,HS-grad,Married-civ-spouse,?,2,1,30,1,0
73,10th,Widowed,Other-service,1,1,10,1,0
38,Masters,Married-civ-spouse,Exec-managerial,1,0,40,1,1
30,10th,Never-married,Craft-repair,1,0,50,1,0
33,HS-grad,Married-civ-spouse,Craft-repair,1,0,50,1,1
52,Bachelors,Married-civ-spouse,Prof-specialty,1,0,40,1,1
58,Some-college,Divorced,Adm-clerical,1,1,46,1,0
34,Masters,Never-married,Prof-specialty,1,1,50,1,0
35,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
59,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
45,Bachelors,Divorced,Exec-managerial,1,1,40,1,0
27,Some-college,Never-married,Transport-moving,1,0,48,1,0
31,Doctorate,Never-married,Prof-specialty,1,0,50,0,1
45,Some-college,Never-married,Farming-fishing,1,0,50,1,0
40,HS-grad,Separated,Other-service,1,1,25,1,0
27,Prof-school,Married-civ-spouse,Adm-clerical,1,0,40,1,0
19,HS-grad,Never-married,Other-service,1,0,20,1,0
29,5th-6th,Never-married,Other-service,1,0,25,0,0
34,Some-college,Married-civ-spouse,Farming-fishing,1,0,72,1,0
32,Assoc-acdm,Married-civ-spouse,Craft-repair,1,0,40,1,0
49,11th,Married-civ-spouse,Craft-repair,1,0,40,0,0
33,11th,Divorced,Exec-managerial,1,1,40,1,1
74,7th-8th,Married-civ-spouse,?,1,0,2,1,0
62,Bachelors,Married-civ-spouse,Prof-specialty,1,0,50,1,1
39,HS-grad,Married-civ-spouse,Exec-managerial,1,0,40,1,0
43,HS-grad,Divorced,Exec-managerial,1,1,40,1,0
22,Some-college,Never-married,Tech-support,1,1,60,1,0
24,HS-grad,Married-civ-spouse,Transport-moving,1,0,45,1,0
76,HS-grad,Married-civ-spouse,?,1,0,40,0,1
25,Some-college,Never-married,Other-service,2,1,40,1,0
19,Some-college,Never-married,Sales,1,1,28,1,0
31,Assoc-acdm,Divorced,Adm-clerical,1,1,41,1,0
53,11th,Divorced,Craft-repair,1,1,40,1,0
61,HS-grad,Married-civ-spouse,Adm-clerical,1,0,3,1,0
47,Bachelors,Married-civ-spouse,Other-service,1,0,40,0,0
37,HS-grad,Divorced,Adm-clerical,1,1,45,1,0
50,Bachelors,Divorced,Exec-managerial,1,0,30,1,0
27,Some-college,Never-married,Sales,1,0,44,1,0
58,HS-grad,Divorced,Adm-clerical,1,1,40,1,0
43,HS-grad,Married-civ-spouse,Handlers-cleaners,2,0,40,1,0
39,Assoc-acdm,Married-civ-spouse,Adm-clerical,1,0,40,1,0
36,Some-college,Never-married,Sales,1,1,35,1,0
56,Bachelors,Married-civ-spouse,Prof-specialty,1,0,50,1,0
26,HS-grad,Married-civ-spouse,Farming-fishing,1,0,55,1,0
23,Bachelors,Never-married,Prof-specialty,1,1,38,1,0
47,11th,Never-married,Transport-moving,2,0,40,1,0
68,12th,Widowed,Sales,1,1,30,1,0
47,Some-college,Never-married,Protective-serv,2,0,40,1,0
45,Some-college,Married-civ-spouse,Tech-support,1,0,40,0,1
26,Some-college,Married-civ-spouse,Exec-managerial,1,0,60,1,0
20,HS-grad,Never-married,Machine-op-inspct,1,0,40,1,0
46,Some-college,Never-married,Adm-clerical,1,1,40,1,0
37,Assoc-acdm,Married-civ-spouse,Tech-support,1,0,50,1,1
37,Some-college,Married-civ-spouse,Craft-repair,1,0,45,1,0
43,Some-college,Married-civ-spouse,Transport-moving,1,0,42,1,0
59,Masters,Widowed,Prof-specialty,1,1,40,1,0
39,HS-grad,Divorced,Adm-clerical,1,1,40,1,0
32,Some-college,Divorced,Farming-fishing,1,1,54,1,0
63,Some-college,Married-civ-spouse,Prof-specialty,1,0,16,1,0
45,Bachelors,Married-civ-spouse,Prof-specialty,1,0,60,1,1
59,Bachelors,Divorced,Adm-clerical,1,1,40,1,0
36,12th,Never-married,?,1,0,35,1,0
26,HS-grad,Never-married,Tech-support,1,0,40,1,0
34,HS-grad,Divorced,Adm-clerical,1,1,40,1,0
41,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
26,HS-grad,Never-married,Handlers-cleaners,2,0,40,1,0
53,HS-grad,Divorced,Machine-op-inspct,1,1,40,1,0
33,HS-grad,Married-civ-spouse,Adm-clerical,1,1,35,1,1
46,Bachelors,Married-civ-spouse,Exec-managerial,1,0,50,1,1
79,HS-grad,Widowed,?,2,1,30,1,0
31,HS-grad,Widowed,Craft-repair,1,1,40,1,0
24,HS-grad,Separated,Other-service,1,0,40,1,0
57,HS-grad,Divorced,Adm-clerical,1,1,62,1,0
40,HS-grad,Separated,Other-service,1,1,47,1,0
41,Assoc-voc,Married-civ-spouse,Sales,3,0,84,0,0
20,Some-college,Never-married,Adm-clerical,1,0,26,1,0
45,11th,Never-married,Machine-op-inspct,2,1,40,1,0
27,Assoc-voc,Separated,Adm-clerical,1,1,40,1,0
36,5th-6th,Married-spouse-absent,Craft-repair,1,0,40,0,0
30,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,0,0
36,Bachelors,Married-civ-spouse,Prof-specialty,1,1,40,1,1
25,HS-grad,Married-spouse-absent,Farming-fishing,3,0,40,0,0
30,Some-college,Never-married,?,1,1,25,1,0
31,HS-grad,Married-civ-spouse,Adm-clerical,1,1,40,1,0
49,HS-grad,Married-civ-spouse,Craft-repair,1,0,45,1,1
26,11th,Never-married,Handlers-cleaners,1,0,20,1,0
25,Bachelors,Never-married,Prof-specialty,1,0,40,1,0
29,Assoc-voc,Never-married,Adm-clerical,1,1,40,1,0
24,Some-college,Never-married,Adm-clerical,1,1,52,0,0
41,HS-grad,Married-civ-spouse,Adm-clerical,1,0,40,1,1
35,Masters,Never-married,Exec-managerial,1,0,40,1,1
57,Bachelors,Married-civ-spouse,Sales,1,1,40,1,1
21,11th,Never-married,Priv-house-serv,1,1,40,0,0
29,10th,Never-married,Other-service,2,1,32,1,0
36,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,0
20,Some-college,Never-married,Adm-clerical,1,1,25,1,0
51,Bachelors,Married-civ-spouse,Exec-managerial,1,0,40,1,1
39,11th,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
36,Bachelors,Married-civ-spouse,Exec-managerial,1,0,50,1,0
40,Prof-school,Married-civ-spouse,Prof-specialty,1,0,70,1,1
61,HS-grad,Married-civ-spouse,Exec-managerial,1,0,50,1,0
38,Prof-school,Married-civ-spouse,Prof-specialty,1,0,60,1,0
20,Some-college,Never-married,?,1,0,35,1,0
21,HS-grad,Separated,Other-service,1,1,35,1,0
40,HS-grad,Divorced,Tech-support,1,1,40,1,0
46,10th,Married-civ-spouse,Craft-repair,1,0,45,1,0
21,Some-college,Married-civ-spouse,Craft-repair,1,0,54,1,0
35,10th,Married-civ-spouse,Transport-moving,2,0,50,1,0
39,Bachelors,Married-civ-spouse,Sales,1,0,40,1,0
38,HS-grad,Married-civ-spouse,Craft-repair,1,0,60,1,0
30,HS-grad,Separated,Adm-clerical,1,1,40,1,0
28,9th,Never-married,Machine-op-inspct,3,0,40,0,0
32,Bachelors,Married-civ-spouse,Exec-managerial,1,0,40,1,1
46,Assoc-voc,Married-civ-spouse,Craft-repair,1,0,40,1,1
40,Assoc-voc,Married-civ-spouse,Craft-repair,1,0,40,1,0
47,HS-grad,Married-civ-spouse,Machine-op-inspct,2,1,40,1,1
44,10th,Married-civ-spouse,Transport-moving,1,0,40,1,0
38,HS-grad,Married-civ-spouse,Sales,1,0,40,0,0
51,HS-grad,Married-spouse-absent,?,1,0,20,1,1
46,Bachelors,Married-civ-spouse,Farming-fishing,1,0,40,1,1
51,Doctorate,Married-civ-spouse,Prof-specialty,1,0,60,0,1
45,Doctorate,Widowed,Prof-specialty,1,0,40,0,1
20,Some-college,Never-married,Other-service,1,1,20,1,0
44,Bachelors,Married-civ-spouse,Prof-specialty,1,0,45,1,0
33,Assoc-voc,Married-civ-spouse,Farming-fishing,1,0,45,1,0
18,HS-grad,Never-married,Other-service,1,1,30,1,0
61,Prof-school,Separated,Prof-specialty,1,0,40,1,1
50,Bachelors,Never-married,Exec-managerial,1,1,40,1,0
47,HS-grad,Never-married,Machine-op-inspct,2,0,40,1,0
34,Bachelors,Married-civ-spouse,Exec-managerial,1,0,50,1,1
53,HS-grad,Married-civ-spouse,Transport-moving,2,0,60,1,0
39,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
58,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
66,HS-grad,Married-civ-spouse,?,2,0,18,1,0
26,11th,Never-married,Farming-fishing,1,0,50,1,0
41,5th-6th,Married-civ-spouse,Adm-clerical,1,0,40,0,0
47,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,0
31,Assoc-voc,Married-civ-spouse,Machine-op-inspct,3,0,40,1,0
52,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,1
29,Assoc-acdm,Married-civ-spouse,Sales,1,0,50,1,1
43,9th,Separated,Handlers-cleaners,2,1,50,1,0
42,Masters,Married-civ-spouse,Exec-managerial,1,0,40,1,1
35,Some-college,Never-married,Machine-op-inspct,2,1,30,1,0
41,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
34,Bachelors,Married-civ-spouse,Sales,1,0,60,1,1
52,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
61,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
39,HS-grad,Separated,Exec-managerial,1,0,40,1,0
19,Some-college,Never-married,Sales,1,1,25,1,0
46,Bachelors,Married-civ-spouse,Exec-managerial,1,0,40,1,1
39,Some-college,Never-married,Exec-managerial,1,0,45,1,0
22,Some-college,Never-married,Other-service,1,0,50,1,0
30,HS-grad,Separated,Adm-clerical,1,1,40,1,0
40,Assoc-voc,Divorced,Other-service,1,1,32,1,0
43,Bachelors,Married-spouse-absent,Prof-specialty,1,0,40,1,0
37,5th-6th,Married-civ-spouse,Farming-fishing,1,0,36,0,0
23,Assoc-acdm,Never-married,Other-service,1,0,20,1,0
39,Assoc-acdm,Divorced,Prof-specialty,1,0,59,1,0
54,Masters,Married-civ-spouse,Sales,1,0,40,1,0
46,Some-college,Married-civ-spouse,Sales,1,0,60,1,0
20,Some-college,Never-married,Transport-moving,1,1,40,1,0
50,Bachelors,Married-civ-spouse,Tech-support,1,1,50,1,1
17,10th,Never-married,Sales,1,1,15,1,0
36,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
37,HS-grad,Married-civ-spouse,Sales,1,0,45,1,0
53,HS-grad,Divorced,Other-service,1,1,38,1,0
50,HS-grad,Married-civ-spouse,Transport-moving,1,0,40,1,1
38,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
63,HS-grad,Married-civ-spouse,Craft-repair,1,0,32,1,0
53,HS-grad,Married-civ-spouse,Craft-repair,1,0,50,1,1
40,Bachelors,Divorced,?,1,1,50,1,0
23,Some-college,Never-married,Prof-specialty,1,0,50,1,0
20,HS-grad,Never-married,Handlers-cleaners,1,0,43,1,0
46,Some-college,Married-civ-spouse,Craft-repair,2,0,40,1,1
28,10th,Never-married,Other-service,3,0,40,0,0
59,Masters,Divorced,Prof-specialty,1,0,50,1,0
41,Bachelors,Married-civ-spouse,Exec-managerial,1,0,40,1,1
33,Preschool,Married-civ-spouse,Farming-fishing,1,0,40,0,0
56,12th,Married-civ-spouse,Craft-repair,1,0,40,0,0
50,HS-grad,Married-civ-spouse,Sales,1,0,55,0,1
31,Bachelors,Never-married,Exec-managerial,1,1,50,1,0
41,Assoc-voc,Divorced,Sales,1,0,50,1,0
38,Bachelors,Married-civ-spouse,Prof-specialty,1,1,40,1,1
25,Assoc-acdm,Never-married,Adm-clerical,1,1,40,1,0
18,HS-grad,Never-married,?,3,1,12,1,0
49,Bachelors,Divorced,Prof-specialty,2,1,40,1,0
39,Some-college,Never-married,Machine-op-inspct,1,0,40,1,0
22,Some-college,Never-married,?,1,1,20,1,0
21,Some-college,Never-married,Prof-specialty,1,1,25,1,0
35,Bachelors,Married-civ-spouse,Sales,1,0,40,1,0
21,HS-grad,Never-married,?,1,1,40,1,0
38,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
55,7th-8th,Widowed,Other-service,1,1,20,0,0
31,HS-grad,Divorced,Transport-moving,1,0,55,1,0
17,11th,Never-married,Prof-specialty,1,0,20,1,0
31,Bachelors,Married-civ-spouse,Adm-clerical,1,0,50,1,1
25,Bachelors,Never-married,Prof-specialty,1,0,40,1,0
39,Masters,Married-civ-spouse,Exec-managerial,1,0,55,1,1
50,7th-8th,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
38,Bachelors,Married-civ-spouse,Prof-specialty,1,1,20,1,1
50,Some-college,Married-civ-spouse,Sales,1,0,60,1,0
63,10th,Married-civ-spouse,Exec-managerial,1,0,40,1,0
31,HS-grad,Married-civ-spouse,Transport-moving,1,0,50,1,0
23,Bachelors,Never-married,Prof-specialty,1,1,40,1,0
18,Some-college,Never-married,Other-service,1,0,20,1,0
43,Bachelors,Divorced,Prof-specialty,1,1,48,1,0
34,Some-college,Married-civ-spouse,Exec-managerial,1,0,50,1,1
18,11th,Never-married,Sales,1,0,35,1,0
46,HS-grad,Married-civ-spouse,Machine-op-inspct,2,0,40,1,1
35,Bachelors,Never-married,Sales,1,1,40,1,1
46,Masters,Never-married,Exec-managerial,1,1,38,1,0
59,Assoc-voc,Married-civ-spouse,Tech-support,1,0,40,1,1
31,7th-8th,Never-married,Handlers-cleaners,1,1,30,0,0
27,HS-grad,Divorced,Sales,1,1,37,1,0
41,Masters,Married-civ-spouse,Prof-specialty,1,0,40,0,0
42,HS-grad,Never-married,Craft-repair,2,0,40,0,0
55,Bachelors,Married-civ-spouse,Exec-managerial,1,0,40,1,1
34,HS-grad,Never-married,?,2,1,40,1,0
44,HS-grad,Never-married,Machine-op-inspct,1,1,40,1,0
26,Bachelors,Never-married,Exec-managerial,1,1,50,1,0
36,Assoc-voc,Married-civ-spouse,Prof-specialty,1,1,40,1,1
69,9th,Married-civ-spouse,Other-service,1,0,35,1,0
33,Some-college,Never-married,Adm-clerical,1,1,40,1,0
30,Assoc-voc,Married-civ-spouse,Prof-specialty,1,0,40,1,0
35,HS-grad,Married-civ-spouse,Other-service,1,1,16,1,1
25,Bachelors,Never-married,Exec-managerial,1,1,40,1,1
21,Some-college,Never-married,Other-service,2,0,40,0,0
18,11th,Never-married,Other-service,2,0,15,1,0
35,Some-college,Married-civ-spouse,Craft-repair,1,0,60,1,1
20,HS-grad,Married-civ-spouse,Handlers-cleaners,1,0,50,1,0
26,Masters,Married-civ-spouse,Prof-specialty,1,0,40,1,0
46,Bachelors,Married-civ-spouse,Tech-support,1,0,40,1,0
31,Bachelors,Never-married,Prof-specialty,1,1,36,1,0
40,Prof-school,Married-civ-spouse,Craft-repair,1,0,40,0,1
40,HS-grad,Divorced,Exec-managerial,1,1,52,1,0
31,Bachelors,Never-married,Exec-managerial,1,1,40,1,0
32,Doctorate,Married-civ-spouse,Exec-managerial,1,0,40,1,0
23,Some-college,Divorced,Adm-clerical,1,0,40,1,0
25,Masters,Never-married,Protective-serv,1,0,40,1,0
37,Some-college,Married-civ-spouse,Transport-moving,1,0,50,1,0
18,Some-college,Never-married,Sales,1,1,20,1,0
55,HS-grad,Widowed,Sales,1,1,38,1,0
52,9th,Divorced,Craft-repair,1,1,40,0,0
26,HS-grad,Never-married,Adm-clerical,1,1,40,1,0
37,Some-college,Never-married,Tech-support,1,0,40,1,1
39,HS-grad,Divorced,Exec-managerial,1,1,45,1,0
62,Bachelors,Divorced,Prof-specialty,1,1,40,1,1
19,Some-college,Never-married,?,1,1,25,1,0
47,HS-grad,Married-civ-spouse,Craft-repair,1,0,45,1,1
51,Bachelors,Married-civ-spouse,Protective-serv,1,0,40,1,1
55,HS-grad,Divorced,Other-service,1,1,40,1,0
30,HS-grad,Married-civ-spouse,Craft-repair,1,0,35,1,0
59,Some-college,Married-civ-spouse,Craft-repair,1,0,36,1,0
45,10th,Married-civ-spouse,Craft-repair,1,0,65,1,0
52,Some-college,Married-civ-spouse,Exec-managerial,1,0,45,1,1
21,HS-grad,Never-married,Handlers-cleaners,1,0,20,1,0
31,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,55,1,0
29,Some-college,Never-married,Adm-clerical,2,0,40,1,0
24,HS-grad,Married-civ-spouse,Handlers-cleaners,1,0,40,1,0
17,10th,Never-married,Other-service,1,0,24,1,0
47,HS-grad,Divorced,Machine-op-inspct,2,1,40,1,0
46,Some-college,Married-civ-spouse,Sales,1,0,50,1,1
32,HS-grad,Divorced,?,1,1,28,1,0
34,10th,Never-married,Farming-fishing,1,0,44,0,0
63,12th,Married-civ-spouse,Transport-moving,1,0,40,0,0
21,Some-college,Never-married,Other-service,1,0,25,1,0
18,HS-grad,Never-married,Other-service,2,0,36,1,0
49,Doctorate,Married-civ-spouse,Exec-managerial,1,0,50,1,1
81,HS-grad,Widowed,Adm-clerical,1,1,20,1,0
36,Assoc-acdm,Married-civ-spouse,Exec-managerial,1,0,40,1,1
47,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
36,Masters,Married-civ-spouse,Sales,1,0,50,1,1
39,Assoc-voc,Married-civ-spouse,Farming-fishing,1,0,60,1,0
46,Bachelors,Never-married,Sales,1,1,35,1,0
43,Some-college,Married-civ-spouse,Adm-clerical,1,1,40,1,1
39,Bachelors,Divorced,Adm-clerical,1,1,35,1,0
29,Some-college,Separated,Sales,1,1,40,1,0
23,HS-grad,Never-married,Handlers-cleaners,2,1,16,1,0
57,10th,Married-civ-spouse,Craft-repair,1,0,43,1,0
38,HS-grad,Never-married,Sales,2,1,42,1,0
25,Bachelors,Never-married,Sales,1,1,40,1,0
39,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,0
24,Some-college,Never-married,Sales,2,0,40,0,0
56,Masters,Married-civ-spouse,Craft-repair,1,0,44,1,1
39,12th,Divorced,Sales,1,1,40,1,0
23,Assoc-voc,Never-married,Sales,1,1,60,1,0
17,11th,Never-married,?,3,1,20,1,0
67,HS-grad,Divorced,Exec-managerial,1,1,16,1,0
41,Bachelors,Never-married,Adm-clerical,3,0,50,1,0
24,Bachelors,Never-married,Prof-specialty,1,1,50,1,0
51,Bachelors,Divorced,Exec-managerial,2,0,40,1,1
30,HS-grad,Divorced,Other-service,1,1,60,1,0
47,HS-grad,Married-civ-spouse,Farming-fishing,1,0,40,1,1
56,HS-grad,Never-married,Machine-op-inspct,1,0,32,1,0
51,HS-grad,Divorced,Craft-repair,1,0,38,1,0
57,Some-college,Married-civ-spouse,Exec-managerial,1,0,55,1,0
34,Some-college,Divorced,Other-service,1,1,40,1,0
24,Bachelors,Never-married,Prof-specialty,1,0,40,1,0
57,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
38,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,1
23,HS-grad,Never-married,Tech-support,1,1,40,1,0
35,7th-8th,Married-civ-spouse,Machine-op-inspct,1,0,40,0,0
58,HS-grad,Married-civ-spouse,Craft-repair,1,0,52,1,0
19,HS-grad,Never-married,?,1,1,12,1,0
19,7th-8th,Never-married,?,1,0,40,0,0
68,Doctorate,Married-civ-spouse,Prof-specialty,1,0,60,1,1
43,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,1
17,11th,Never-married,Other-service,1,1,20,1,0
53,Doctorate,Married-civ-spouse,Prof-specialty,1,0,50,1,1
37,Doctorate,Married-civ-spouse,Prof-specialty,2,0,99,1,1
21,Bachelors,Never-married,?,3,0,25,0,0
63,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
31,Some-college,Married-spouse-absent,Transport-moving,1,0,50,1,0
29,HS-grad,Married-civ-spouse,Other-service,1,0,40,1,0
43,Some-college,Married-civ-spouse,Protective-serv,1,0,40,1,1
27,Prof-school,Never-married,Prof-specialty,1,1,65,1,1
25,HS-grad,Never-married,Other-service,1,0,32,1,0
28,HS-grad,Never-married,Prof-specialty,1,1,40,1,0
54,HS-grad,Divorced,Sales,1,1,35,1,0
74,Some-college,Widowed,?,1,1,12,1,0
31,Some-college,Never-married,Exec-managerial,3,1,32,1,0
23,Some-college,Never-married,Tech-support,1,0,48,1,0
19,Bachelors,Never-married,Prof-specialty,1,1,30,1,0
39,Preschool,Widowed,?,1,1,20,0,0
61,HS-grad,Married-civ-spouse,Farming-fishing,1,1,40,1,0
59,HS-grad,Married-civ-spouse,?,1,1,40,1,1
27,Assoc-voc,Married-civ-spouse,Other-service,1,1,36,1,1
19,Some-college,Never-married,Adm-clerical,2,1,20,1,0
23,HS-grad,Never-married,?,1,0,40,1,0
25,HS-grad,Divorced,Adm-clerical,3,1,35,1,0
40,Some-college,Married-civ-spouse,Tech-support,1,0,48,1,1
53,11th,Divorced,Other-service,1,1,37,1,0
32,Bachelors,Never-married,Prof-specialty,1,0,45,1,0
72,Doctorate,Married-civ-spouse,Prof-specialty,1,0,25,1,1
61,7th-8th,Married-civ-spouse,Transport-moving,1,0,40,1,0
42,HS-grad,Married-civ-spouse,Sales,1,0,40,1,0
17,10th,Never-married,Other-service,3,1,20,1,0
73,HS-grad,Married-civ-spouse,Transport-moving,1,0,16,0,0
41,Some-college,Separated,Craft-repair,1,0,40,1,0
23,Some-college,Never-married,Machine-op-inspct,2,1,20,0,0
23,HS-grad,Never-married,Prof-specialty,1,1,40,0,0
65,Assoc-voc,Married-civ-spouse,Adm-clerical,1,0,15,1,0
45,HS-grad,Married-civ-spouse,Sales,1,1,50,1,0
52,Bachelors,Married-civ-spouse,Tech-support,2,0,40,1,1
24,Bachelors,Never-married,Adm-clerical,2,1,27,1,0
23,Assoc-voc,Married-civ-spouse,Craft-repair,1,0,40,1,0
30,Some-college,Divorced,Tech-support,1,1,40,1,0
26,Bachelors,Never-married,Exec-managerial,1,0,40,1,0
37,HS-grad,Divorced,Farming-fishing,1,0,56,1,0
17,HS-grad,Never-married,Other-service,1,0,40,1,0
31,HS-grad,Married-civ-spouse,Sales,1,0,40,1,0
52,HS-grad,Separated,Adm-clerical,1,1,40,1,0
63,Bachelors,Never-married,Sales,1,0,27,1,0
27,HS-grad,Never-married,Priv-house-serv,1,1,60,1,0
31,9th,Married-civ-spouse,Machine-op-inspct,1,0,40,0,0
71,HS-grad,Widowed,Adm-clerical,1,1,35,1,0
35,Bachelors,Married-civ-spouse,Exec-managerial,1,0,60,1,0
44,HS-grad,Married-civ-spouse,Adm-clerical,1,1,38,1,0
36,Masters,Married-civ-spouse,Prof-specialty,3,0,40,0,0
22,Bachelors,Never-married,Exec-managerial,1,1,20,1,0
32,HS-grad,Married-civ-spouse,Prof-specialty,1,0,48,1,0
30,Bachelors,Divorced,Prof-specialty,1,1,40,1,0
60,HS-grad,Married-civ-spouse,?,1,0,40,1,0
25,Some-college,Never-married,Adm-clerical,1,1,40,1,0
76,7th-8th,Widowed,Protective-serv,1,1,12,1,0
41,HS-grad,Divorced,Craft-repair,1,0,40,1,0
26,7th-8th,Married-civ-spouse,Machine-op-inspct,3,0,40,1,0
45,12th,Married-civ-spouse,Machine-op-inspct,3,0,40,0,0
32,Some-college,Divorced,Adm-clerical,1,1,40,1,0
22,HS-grad,Never-married,Craft-repair,1,0,40,1,0
39,Bachelors,Married-civ-spouse,Sales,1,0,40,1,1
63,Bachelors,Never-married,Transport-moving,1,0,40,1,0
23,Assoc-acdm,Never-married,Transport-moving,1,1,40,1,0
61,10th,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
31,Assoc-voc,Married-civ-spouse,Craft-repair,1,0,40,1,0
25,9th,Married-civ-spouse,Machine-op-inspct,1,0,45,1,0
33,HS-grad,Never-married,Other-service,1,1,40,1,0
39,HS-grad,Married-civ-spouse,Sales,1,1,36,1,0
53,Bachelors,Married-civ-spouse,Machine-op-inspct,3,1,40,0,0
26,Bachelors,Never-married,Exec-managerial,1,1,40,1,0
21,Some-college,Never-married,Other-service,1,0,32,1,0
18,HS-grad,Never-married,Adm-clerical,2,0,40,1,0
34,Bachelors,Married-civ-spouse,Exec-managerial,1,0,60,1,1
44,Masters,Married-civ-spouse,Prof-specialty,2,0,40,1,1
31,HS-grad,Divorced,Craft-repair,1,0,50,1,0
44,HS-grad,Married-civ-spouse,Transport-moving,1,0,40,1,1
42,Prof-school,Married-civ-spouse,Prof-specialty,1,0,60,1,1
43,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,44,0,0
33,Bachelors,Married-civ-spouse,Other-service,3,0,38,1,1
21,Some-college,Never-married,Sales,2,1,30,1,0
30,HS-grad,Married-civ-spouse,Handlers-cleaners,1,0,40,1,1
55,HS-grad,Married-civ-spouse,Transport-moving,1,0,60,1,0
57,Some-college,Never-married,Adm-clerical,1,1,40,1,0
37,HS-grad,Never-married,Farming-fishing,1,0,50,1,0
32,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,1
62,Bachelors,Married-civ-spouse,Prof-specialty,1,0,60,1,1
31,Bachelors,Never-married,Sales,2,0,40,1,1
51,Bachelors,Married-civ-spouse,Exec-managerial,1,0,50,0,1
37,Masters,Divorced,Exec-managerial,1,1,45,1,0
45,5th-6th,Married-civ-spouse,Transport-moving,1,0,38,0,0
47,Some-college,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
31,HS-grad,Divorced,?,1,0,75,1,0
75,11th,Married-civ-spouse,Exec-managerial,1,0,30,1,0
43,Masters,Married-civ-spouse,Prof-specialty,3,0,50,1,0
39,Assoc-acdm,Married-civ-spouse,Craft-repair,1,0,60,0,1
30,Bachelors,Married-civ-spouse,Prof-specialty,1,0,40,1,1
27,5th-6th,Never-married,Handlers-cleaners,1,0,40,0,0
44,HS-grad,Married-civ-spouse,Machine-op-inspct,3,0,40,1,0
53,Masters,Divorced,Prof-specialty,1,1,35,1,1
40,Bachelors,Married-civ-spouse,Adm-clerical,1,0,40,1,0
18,11th,Never-married,Sales,1,1,20,1,0
33,Bachelors,Married-civ-spouse,Protective-serv,2,0,40,0,0
20,HS-grad,Never-married,Sales,1,0,40,1,0
38,Some-college,Married-civ-spouse,Exec-managerial,2,0,50,1,0
48,HS-grad,Divorced,Adm-clerical,1,1,35,1,0
46,HS-grad,Married-civ-spouse,Exec-managerial,1,0,40,1,0
51,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
35,HS-grad,Never-married,Other-service,1,1,30,1,0
24,7th-8th,Never-married,Handlers-cleaners,1,0,40,0,0
30,Some-college,Divorced,Handlers-cleaners,1,0,50,1,0
70,HS-grad,Married-civ-spouse,Exec-managerial,1,0,30,1,0
26,HS-grad,Married-civ-spouse,Transport-moving,1,0,44,1,0
34,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
46,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
70,HS-grad,Married-civ-spouse,Adm-clerical,1,1,5,1,0
37,Some-college,Married-civ-spouse,Other-service,1,0,40,1,0
36,Some-college,Divorced,Sales,1,1,35,1,0
23,9th,Never-married,Machine-op-inspct,1,1,40,0,0
